iter	RMSE
<<<<<<< HEAD
631	21.33389006
632	21.29580703
633	21.25723637
634	21.22587875
635	21.19047097
636	21.14898569
637	21.11501388
638	21.07662549
639	21.04263587
640	21.01003276
641	20.97444684
642	20.94653485
643	20.89903659
644	20.87415168
645	20.83428429
646	20.79998115
647	20.76186762
648	20.72185074
649	20.69049613
650	20.65533865
651	20.6181168
652	20.59225714
653	20.55880495
654	20.52631919
655	20.50913982
656	20.47889426
657	20.44900026
658	20.41952611
659	20.39893037
660	20.37956989
661	20.34664965
662	20.31684003
663	20.28742457
664	20.26752525
665	20.23969191
666	20.20814483
667	20.17092252
668	20.14447131
669	20.11453494
670	20.08321078
671	20.05378185
672	20.02173834
673	19.99329468
674	19.95806188
675	19.92679925
676	19.89800278
677	19.86172019
678	19.8261879
679	19.78692564
680	19.76272704
681	19.73403115
682	19.70785635
683	19.68344613
684	19.65262979
685	19.62396338
686	19.60532922
687	19.57757555
688	19.54815886
689	19.51411945
690	19.49554688
691	19.4625111
692	19.42826723
693	19.41302957
694	19.38844884
695	19.35905732
696	19.3331363
697	19.30912267
698	19.27572606
699	19.2340238
700	19.20494154
701	19.18032016
702	19.15003808
703	19.12571446
704	19.09773784
705	19.06132711
706	19.04319136
707	19.0121736
708	18.98714978
709	18.96275697
710	18.93329444
711	18.91018665
712	18.88698976
713	18.86433603
714	18.8452881
715	18.81863419
716	18.78536045
717	18.76172264
718	18.72483933
719	18.70109881
720	18.67614704
721	18.65851209
722	18.63645193
723	18.61302418
724	18.58868762
725	18.55164608
726	18.52790688
727	18.51553236
728	18.49270524
729	18.45695758
730	18.43619761
731	18.40672531
732	18.37928705
733	18.3578176
734	18.32293043
735	18.30155306
736	18.27940989
737	18.25673727
738	18.23380711
739	18.21294671
740	18.19345255
741	18.17555323
742	18.1546647
743	18.13388981
744	18.12213635
745	18.10245809
746	18.08204088
747	18.05923159
748	18.0396469
749	18.02046512
750	18.00061529
751	17.98033887
752	17.95344265
753	17.93127198
754	17.92075934
755	17.89479228
756	17.87165573
757	17.8501138
758	17.83058379
759	17.80474849
760	17.78631159
761	17.76764864
762	17.74723553
763	17.72654485
764	17.70865196
765	17.68583923
766	17.65553345
767	17.63476645
768	17.61668383
769	17.58916796
770	17.57759757
771	17.56048022
772	17.53964173
773	17.5329347
774	17.51794773
775	17.49597643
776	17.47969147
777	17.46170354
778	17.44712074
779	17.43160918
780	17.42219662
781	17.40186772
782	17.37199685
783	17.34977362
784	17.33333363
785	17.31368961
786	17.28783592
787	17.27062563
788	17.25351627
789	17.2362335
790	17.21440096
791	17.19441884
792	17.17155722
793	17.1500836
794	17.13419229
795	17.1157088
796	17.09996381
797	17.08574648
798	17.06594584
799	17.05011536
800	17.03300393
801	17.01316712
802	16.99294927
803	16.98486567
804	16.9733021
805	16.95706715
806	16.93449932
807	16.91816556
808	16.9115001
809	16.88815029
810	16.87312444
811	16.85889936
812	16.83974167
813	16.82599275
814	16.80895755
815	16.7893323
816	16.77452295
817	16.75811553
818	16.74312212
819	16.72572319
820	16.69620789
821	16.6825335
822	16.66372829
823	16.6556661
824	16.64171723
825	16.62612962
826	16.61006811
827	16.58757397
828	16.57424805
829	16.55537629
830	16.54163456
831	16.52681922
832	16.51382183
833	16.49559693
834	16.47409769
835	16.45381608
836	16.43708389
837	16.42050443
838	16.40572817
839	16.39643112
840	16.37587372
841	16.36379931
842	16.35140963
843	16.32920835
844	16.31196519
845	16.29520391
846	16.28511007
847	16.27758782
848	16.26365565
849	16.24977187
850	16.24243225
851	16.22834247
852	16.2151455
853	16.19766554
854	16.18108028
855	16.16842932
856	16.15549442
857	16.13944007
858	16.12750589
859	16.11675101
860	16.10357579
861	16.09341507
862	16.08179918
863	16.06716525
864	16.05292068
865	16.03332257
866	16.01816715
867	16.00824121
868	15.99720123
869	15.98016588
870	15.96859376
871	15.95785321
872	15.94792575
873	15.93649026
874	15.92945058
875	15.9174321
876	15.8993276
877	15.88953615
878	15.87372042
879	15.85497086
880	15.83940641
881	15.83286393
882	15.81790044
883	15.80642903
884	15.7818995
885	15.77132465
886	15.76116551
887	15.75058939
888	15.73526875
889	15.72456123
890	15.70427927
891	15.69893488
892	15.68739698
893	15.67403678
894	15.65867645
895	15.63503599
896	15.62613868
897	15.60898493
898	15.59843035
899	15.5943356
900	15.57674116
901	15.56708532
902	15.55106724
903	15.54069216
904	15.53602461
905	15.52621617
906	15.51653629
907	15.51223525
908	15.50554633
909	15.49618618
910	15.48687626
911	15.47806797
912	15.46208747
913	15.45083125
914	15.43485182
915	15.42474517
916	15.42074039
917	15.41315209
918	15.39724399
919	15.38350285
920	15.36546612
921	15.3612589
922	15.34020053
923	15.32652569
924	15.31210734
925	15.30423046
926	15.29533201
927	15.28277276
=======
0	113.7131237
1	80.58375256
2	67.66228857
3	54.92898267
4	54.76064898
5	54.7299856
6	54.70015414
7	50.69007377
8	50.28888604
9	50.26782681
10	48.42537214
11	44.84672152
12	43.86177319
13	42.28251157
14	42.0178796
15	41.00278267
16	40.65957729
>>>>>>> 0959f35bec4b22afb801b4ba812534db64ecf0c7
